0.54906,0.71037,0.17001
0.54857,0.71012,0.171
0.54775,0.70972,0.17263
0.54638,0.70908,0.17708
0.54781,0.69996,0.23396
0.54294,0.71742,0.17166
0.54294,0.71742,0.17166
0.54294,0.71742,0.17166
0.54294,0.71742,0.17166
0.54294,0.71742,0.17166
0.54294,0.71742,0.17166
0.54294,0.71742,0.17166
0.54294,0.71742,0.17166
0.54294,0.71742,0.17166
0.54293,0.71742,0.17166
0.54293,0.71742,0.17166
0.54293,0.71742,0.17166
0.54293,0.71742,0.17166
0.54293,0.71742,0.17166
0.54293,0.71742,0.17166
0.54293,0.71741,0.17166
0.54292,0.71741,0.17166
0.54291,0.7174,0.17166
0.54289,0.71739,0.17167
0.54285,0.71738,0.17167
0.5428,0.71735,0.17168
0.5427,0.71729,0.1717
0.54253,0.71721,0.17172
0.54224,0.71706,0.17177
0.54415,0.7081,0.18425
0.54175,0.71682,0.17184
0.54093,0.71641,0.17196
0.53957,0.71577,0.17214
0.53766,0.72275,0.1786
0.53766,0.72275,0.1786
0.53766,0.72275,0.1786
0.53766,0.72275,0.1786
0.53766,0.72275,0.1786
0.53766,0.72275,0.1786
0.53766,0.72275,0.1786
0.53766,0.72275,0.1786
0.53766,0.72275,0.1786
0.53766,0.72275,0.1786
0.53766,0.72275,0.1786
0.53766,0.72274,0.1786
0.53765,0.72274,0.1786
0.53765,0.72274,0.1786
0.53765,0.72274,0.1786
0.53765,0.72274,0.1786
0.53764,0.72274,0.1786
0.53763,0.72273,0.17859
0.53761,0.72272,0.17858
0.53758,0.7227,0.17856
0.53752,0.72267,0.17852
0.53742,0.72262,0.17846
0.53725,0.72253,0.17836
0.53696,0.72239,0.17819
0.5407,0.70669,0.19377
0.53647,0.72214,0.17791
0.54293,0.69813,0.24796
0.53566,0.72174,0.17744
0.53735,0.71479,0.17242
0.53353,0.72699,0.18845
0.53353,0.72699,0.18845
0.53353,0.72699,0.18845
0.53353,0.72699,0.18845
0.53353,0.72699,0.18845
0.53353,0.72699,0.18845
0.53353,0.72699,0.18845
0.53353,0.72699,0.18845
0.53353,0.72699,0.18845
0.53353,0.72699,0.18845
0.53353,0.72699,0.18845
0.53353,0.72699,0.18844
0.53353,0.72699,0.18844
0.53353,0.72699,0.18844
0.53352,0.72699,0.18843
0.53352,0.72698,0.18842
0.53351,0.72698,0.1884
0.5335,0.72697,0.18837
0.53348,0.72696,0.18831
0.53345,0.72695,0.18822
0.53339,0.72692,0.18805
0.53329,0.72686,0.18778
0.53312,0.72678,0.1873
0.53284,0.72663,0.18651
0.5343,0.7211,0.1767
0.53235,0.72639,0.18518
0.52994,0.73071,0.19908
0.52994,0.73071,0.19908
0.52994,0.73071,0.19908
0.52994,0.73071,0.19908
0.52994,0.73071,0.19908
0.52994,0.73071,0.19908
0.52994,0.73071,0.19908
0.52994,0.73071,0.19908
0.52994,0.73071,0.19908
0.52994,0.73071,0.19908
0.52994,0.73071,0.19908
0.52994,0.73071,0.19907
0.52994,0.73071,0.19907
0.52994,0.73071,0.19907
0.52993,0.73071,0.19906
0.52993,0.73071,0.19905
