2.3034,15.277,0.96268,0.79677
2.309,14.75,0.96288,0.796
2.309,14.75,0.96288,0.796
2.309,14.75,0.96288,0.796
2.309,14.75,0.96288,0.796
2.309,14.75,0.96288,0.796
2.309,14.75,0.96288,0.796
2.309,14.75,0.96288,0.79601
2.309,14.75,0.96288,0.79601
2.309,14.75,0.96288,0.79601
2.309,14.75,0.96288,0.79601
2.309,14.75,0.96288,0.79601
2.309,14.75,0.96288,0.79601
2.309,14.75,0.96288,0.79601
2.309,14.75,0.96288,0.79601
2.309,14.75,0.96288,0.79601
2.309,14.749,0.96288,0.79601
2.3091,14.748,0.96288,0.79602
2.3091,14.746,0.96288,0.79603
2.3091,14.743,0.96287,0.79605
2.3092,14.95,0.96246,0.79852
2.3092,14.737,0.96287,0.79608
2.3093,14.728,0.96287,0.79613
2.3096,14.712,0.96286,0.79622
2.31,14.685,0.96284,0.79637
2.3106,14.639,0.96282,0.79662
2.3118,14.562,0.96278,0.79705
2.3138,14.433,0.9627,0.79775
2.3172,14.224,0.96257,0.79889
2.3176,15.52,0.96165,0.80087
2.3188,14.474,0.9621,0.80101
2.319,14.146,0.9628,0.79819
2.319,14.146,0.9628,0.79819
2.319,14.146,0.9628,0.79819
2.319,14.146,0.9628,0.79819
2.319,14.146,0.9628,0.79819
2.319,14.146,0.9628,0.79819
2.319,14.146,0.9628,0.79819
2.319,14.146,0.9628,0.79819
2.319,14.146,0.9628,0.79819
2.319,14.146,0.9628,0.79819
2.319,14.146,0.9628,0.79819
2.319,14.146,0.9628,0.79819
2.319,14.146,0.9628,0.79819
2.319,14.146,0.9628,0.79819
2.319,14.145,0.9628,0.79819
2.3191,14.145,0.9628,0.7982
2.3191,14.144,0.9628,0.7982
2.3191,14.142,0.9628,0.79821
2.3191,14.139,0.96279,0.79823
2.3192,14.133,0.96279,0.79826
2.3194,14.124,0.96279,0.79831
2.3196,14.108,0.96278,0.7984
2.32,14.081,0.96276,0.79855
2.3206,14.035,0.96274,0.79881
2.3218,13.958,0.9627,0.79923
2.3229,16.983,0.96098,0.79875
2.323,13.896,0.96236,0.80064
2.3238,13.829,0.96262,0.79994
2.3255,13.785,0.96275,0.80055
2.3255,13.785,0.96275,0.80055
2.3255,13.785,0.96275,0.80055
2.3255,13.785,0.96275,0.80055
2.3255,13.785,0.96275,0.80055
2.3255,13.785,0.96275,0.80055
2.3255,13.785,0.96275,0.80055
2.3255,13.785,0.96275,0.80055
2.3255,13.785,0.96275,0.80055
2.3255,13.785,0.96275,0.80055
2.3255,13.785,0.96275,0.80055
2.3255,13.785,0.96275,0.80055
2.3255,13.784,0.96275,0.80055
2.3255,13.784,0.96275,0.80055
2.3255,13.784,0.96275,0.80055
2.3256,13.783,0.96275,0.80055
2.3256,13.782,0.96274,0.80056
2.3256,13.78,0.96274,0.80057
2.3256,13.777,0.96274,0.80059
2.3257,13.772,0.96274,0.80062
2.3259,13.762,0.96273,0.80067
2.3261,13.746,0.96273,0.80076
2.3265,13.719,0.96271,0.80091
2.3271,13.673,0.96269,0.80116
2.3272,13.62,0.96249,0.80107
2.3283,13.596,0.96264,0.80159
2.3295,13.586,0.96271,0.80142
2.3295,13.586,0.96271,0.80142
2.3295,13.586,0.96271,0.80142
2.3295,13.586,0.96271,0.80142
2.3295,13.586,0.96271,0.80142
2.3295,13.586,0.96271,0.80142
2.3295,13.586,0.96271,0.80142
2.3295,13.586,0.96271,0.80142
2.3295,13.586,0.96271,0.80142
2.3295,13.586,0.96271,0.80142
2.3295,13.586,0.96271,0.80142
2.3295,13.586,0.96271,0.80142
2.3295,13.586,0.96271,0.80142
2.3295,13.586,0.96271,0.80142
2.3295,13.585,0.96271,0.80143
2.3295,13.585,0.96271,0.80143
2.3295,13.584,0.96271,0.80144
2.3296,13.582,0.96271,0.80145
2.3296,13.579,0.96271,0.80146
2.3297,13.573,0.96271,0.80149
2.3298,13.564,0.9627,0.80155
2.33,13.548,0.96269,0.80163
2.3303,13.468,0.96257,0.80229
2.3304,13.521,0.96268,0.80178
2.3311,13.475,0.96265,0.80204
2.3321,13.517,0.96269,0.80058
2.3321,13.517,0.96269,0.80058
2.3321,13.517,0.96269,0.80058
2.3321,13.517,0.96269,0.80058
2.3321,13.517,0.96269,0.80058
2.3321,13.517,0.96269,0.80058
2.3321,13.517,0.96269,0.80058
2.3321,13.517,0.96269,0.80058
2.3321,13.517,0.96269,0.80058
2.3321,13.517,0.96269,0.80058
2.3321,13.516,0.96269,0.80058
2.3321,13.516,0.96269,0.80058
2.3321,13.516,0.96269,0.80058
2.3321,13.516,0.96269,0.80058
2.3321,13.516,0.96269,0.80058
2.3321,13.515,0.96269,0.80059
2.3321,13.514,0.96269,0.80059
2.3322,13.512,0.96269,0.8006
2.3322,13.509,0.96269,0.80062
2.3323,13.398,0.96261,0.80246
2.3323,13.503,0.96269,0.80065
2.3324,13.494,0.96268,0.8007
2.3326,13.42,0.962,0.80313
2.3326,13.478,0.96267,0.80079
2.333,13.292,0.96228,0.80282
2.333,13.451,0.96266,0.80094
2.3337,13.258,0.96244,0.80343
2.3337,13.405,0.96263,0.8012
2.3338,13.868,0.96153,0.8041
2.3339,13.5,0.96268,0.79956
2.3339,13.5,0.96268,0.79956
2.3339,13.5,0.96268,0.79956
2.3339,13.5,0.96268,0.79956
2.3339,13.5,0.96268,0.79956
2.3339,13.5,0.96268,0.79956
