3.5986,7.7245,0.91172,0.82822
3.5831,7.7292,0.9126,0.82857
3.6093,7.7374,0.9111,0.82769
3.67,7.744,0.91074,0.82537
3.6545,7.7486,0.91162,0.82572
3.616,7.7489,0.91072,0.82726
3.2629,7.7498,0.92984,0.8233
3.2628,7.7502,0.92984,0.82329
3.2628,7.7507,0.92984,0.82327
3.2627,7.7518,0.92985,0.82323
3.2625,7.7535,0.92986,0.82316
3.62,7.7564,0.91048,0.82696
3.2622,7.7565,0.92987,0.82305
3.6806,7.7568,0.91012,0.82484
3.6224,7.7608,0.91035,0.82678
3.2617,7.7616,0.9299,0.82286
3.6238,7.7633,0.91027,0.82667
3.6246,7.7648,0.91022,0.82661
3.625,7.7657,0.9102,0.82657
3.6253,7.7662,0.91018,0.82655
3.6255,7.7665,0.91017,0.82653
3.6256,7.7667,0.91017,0.82652
3.6256,7.7668,0.91016,0.82652
3.6256,7.7668,0.91016,0.82652
3.6874,7.7684,0.90974,0.82441
3.3342,7.7692,0.92886,0.82045
3.3342,7.7696,0.92886,0.82044
3.3341,7.7702,0.92887,0.82042
3.2609,7.7704,0.92994,0.82253
3.334,7.7712,0.92887,0.82038
3.3339,7.7729,0.92888,0.82032
3.6914,7.7758,0.90951,0.82412
3.3336,7.7759,0.92889,0.82021
3.6938,7.7802,0.90937,0.82394
3.3331,7.781,0.92892,0.82001
3.6951,7.7828,0.90929,0.82383
3.6959,7.7842,0.90924,0.82376
3.6964,7.7851,0.90922,0.82372
3.6967,7.7856,0.9092,0.8237
3.2594,7.7857,0.93002,0.82196
3.6968,7.7859,0.90919,0.82369
3.6969,7.7861,0.90919,0.82368
3.697,7.7862,0.90918,0.82367
3.697,7.7862,0.90918,0.82367
3.3322,7.7898,0.92896,0.81968
3.5633,7.7927,0.91373,0.82843
3.5833,7.802,0.91191,0.83066
3.3308,7.8051,0.92904,0.81911
3.5678,7.8067,0.9128,0.83101
3.6092,7.8114,0.91158,0.82642
3.6346,7.8121,0.91275,0.82558
3.257,7.8123,0.93014,0.82094
3.5939,7.8148,0.9113,0.83013
3.5937,7.8161,0.91246,0.82677
3.6198,7.8242,0.91096,0.82589
3.6007,7.8264,0.91091,0.8297
3.2475,7.8273,0.93004,0.82574
3.2475,7.8276,0.93004,0.82573
3.2474,7.8282,0.93004,0.82571
3.2473,7.8292,0.93005,0.82567
3.2472,7.831,0.93006,0.82561
3.3283,7.8317,0.92916,0.81809
3.6047,7.8338,0.91068,0.82941
3.2469,7.8339,0.93007,0.8255
3.6266,7.8358,0.91058,0.82546
3.6793,7.8363,0.9106,0.82059
3.2734,7.8367,0.9297,0.8215
3.2734,7.837,0.9297,0.82149
3.2733,7.8376,0.92971,0.82147
3.6071,7.8382,0.91055,0.82922
3.2732,7.8386,0.92971,0.82143
3.2464,7.839,0.9301,0.8253
3.2731,7.8404,0.92972,0.82136
3.6084,7.8408,0.91047,0.82911
3.6638,7.841,0.91149,0.82094
3.6092,7.8423,0.91042,0.82905
3.6097,7.8431,0.91039,0.82901
3.6306,7.8433,0.91035,0.82516
3.2728,7.8434,0.92973,0.82125
3.61,7.8437,0.91038,0.82899
3.6101,7.8439,0.91037,0.82898
3.6102,7.8441,0.91036,0.82897
3.6103,7.8442,0.91036,0.82896
3.6103,7.8443,0.91036,0.82896
3.633,7.8476,0.91021,0.82498
3.2455,7.8479,0.93014,0.82497
3.2723,7.8485,0.92976,0.82106
3.69,7.8491,0.90999,0.82007
3.6343,7.8502,0.91013,0.82487
3.6351,7.8517,0.91008,0.82481
3.6356,7.8526,0.91006,0.82477
3.6359,7.8531,0.91004,0.82475
3.636,7.8534,0.91003,0.82473
3.6361,7.8535,0.91003,0.82473
3.6362,7.8536,0.91002,0.82472
3.6362,7.8537,0.91002,0.82472
3.2714,7.8573,0.9298,0.82073
3.2529,7.8592,0.93035,0.81912
3.6967,7.8607,0.9096,0.81963
3.3436,7.8616,0.92873,0.81568
3.3435,7.8619,0.92873,0.81566
3.3435,7.8625,0.92873,0.81564
3.2441,7.8631,0.93021,0.8244
3.3434,7.8635,0.92874,0.8156
3.3432,7.8653,0.92874,0.81554
3.7007,7.8681,0.90937,0.81934
3.3429,7.8682,0.92876,0.81543
3.5479,7.8702,0.91393,0.83087
3.7031,7.8725,0.90923,0.81916
3.27,7.8725,0.92988,0.82016
3.3424,7.8734,0.92878,0.81524
3.7045,7.8751,0.90915,0.81905
3.7053,7.8766,0.90911,0.81898
3.7057,7.8774,0.90908,0.81894
3.706,7.878,0.90907,0.81892
3.7062,7.8782,0.90906,0.81891
3.7062,7.8784,0.90905,0.8189
3.7063,7.8785,0.90905,0.8189
3.7063,7.8786,0.90905,0.81889
3.3242,7.8787,0.92937,0.81628
3.5738,7.8796,0.91359,0.82663
3.3416,7.8822,0.92883,0.81491
3.2416,7.8898,0.93034,0.82338
3.3401,7.8974,0.9289,0.81433
3.2675,7.8992,0.93,0.81914
3.6439,7.9045,0.91261,0.8208
3.616,7.9071,0.91149,0.8252
3.6571,7.9099,0.91092,0.83049
3.6005,7.9117,0.91237,0.82555
3.6416,7.9145,0.91181,0.83084
3.6267,7.9199,0.91087,0.82468
3.6678,7.9227,0.91031,0.82996
3.3377,7.9241,0.92902,0.81332
3.6334,7.9315,0.91049,0.82424
3.2803,7.9324,0.92961,0.82028
3.2802,7.9327,0.92961,0.82027
3.2802,7.9333,0.92962,0.82025
3.6745,7.9343,0.90992,0.82953
3.2801,7.9343,0.92962,0.82021
3.3213,7.9352,0.92905,0.82557
3.3213,7.9355,0.92905,0.82556
3.2799,7.936,0.92963,0.82015
3.3213,7.9361,0.92905,0.82554
3.2375,7.9367,0.93054,0.82157
3.3212,7.9371,0.92906,0.8255
3.321,7.9388,0.92906,0.82543
3.6374,7.9389,0.91025,0.82395
3.2796,7.939,0.92964,0.82004
3.6785,7.9417,0.90969,0.82924
3.3207,7.9418,0.92908,0.82532
3.2462,7.9431,0.93068,0.81579
3.6398,7.9433,0.91012,0.82377
3.2791,7.9441,0.92967,0.81985
3.6412,7.9459,0.91004,0.82366
3.6809,7.9461,0.90955,0.82905
3.2635,7.9461,0.93021,0.81732
3.3202,7.9469,0.9291,0.82513
3.642,7.9474,0.90999,0.82359
3.6424,7.9482,0.90997,0.82355
3.6823,7.9487,0.90947,0.82894
3.6427,7.9487,0.90995,0.82353
3.6428,7.949,0.90994,0.82352
3.6429,7.9492,0.90994,0.82351
3.643,7.9493,0.90993,0.8235
3.643,7.9494,0.90993,0.8235
3.683,7.9502,0.90943,0.82888
3.6835,7.951,0.9094,0.82884
3.6838,7.9515,0.90939,0.82882
3.6839,7.9518,0.90938,0.8288
3.684,7.952,0.90937,0.8288
3.6841,7.9521,0.90937,0.82879
3.6841,7.9522,0.90937,0.82879
3.2783,7.953,0.92971,0.81951
3.3193,7.9557,0.92915,0.8248
3.3175,7.9625,0.92971,0.81294
3.541,7.9653,0.91498,0.8282
3.2768,7.9682,0.92979,0.81894
3.3179,7.971,0.92922,0.82423
3.3336,7.971,0.92923,0.8115
3.5806,7.9753,0.9135,0.82541
3.6856,7.9771,0.91051,0.81704
3.6202,7.9775,0.91143,0.82441
3.6217,7.978,0.91293,0.8307
3.6701,7.9818,0.9114,0.81739
3.6047,7.9822,0.91232,0.82476
3.6124,7.9848,0.914,0.82535
3.6962,7.99,0.9099,0.81652
3.6309,7.9904,0.91082,0.82388
3.2744,7.9948,0.92991,0.81792
3.3154,7.9976,0.92934,0.82321
3.703,8.0016,0.90951,0.81608
3.6376,8.0019,0.91043,0.82345
3.3498,8.0024,0.92863,0.81213
3.3498,8.0028,0.92864,0.81211
3.2845,8.0028,0.92955,0.81949
3.2845,8.0031,0.92956,0.81948
3.3497,8.0034,0.92864,0.81209
3.2844,8.0037,0.92956,0.81946
3.3496,8.0044,0.92864,0.81206
3.2843,8.0048,0.92956,0.81942
3.3495,8.0061,0.92865,0.81199
3.2841,8.0065,0.92957,0.81935
3.707,8.009,0.90928,0.81579
3.3492,8.0091,0.92867,0.81188
3.6417,8.0094,0.9102,0.82316
3.2838,8.0095,0.92959,0.81924
3.7094,8.0134,0.90914,0.81561
3.644,8.0138,0.91006,0.82297
3.3487,8.0142,0.92869,0.81169
3.2833,8.0146,0.92961,0.81905
3.7107,8.0159,0.90906,0.8155
3.6454,8.0163,0.90998,0.82286
3.7115,8.0174,0.90902,0.81543
3.6462,8.0178,0.90994,0.8228
3.712,8.0183,0.90899,0.8154
3.6466,8.0187,0.90991,0.82276
3.7123,8.0188,0.90897,0.81537
3.7124,8.0191,0.90897,0.81536
3.6469,8.0192,0.90989,0.82274
3.7125,8.0193,0.90896,0.81535
3.7126,8.0194,0.90896,0.81535
3.7126,8.0194,0.90895,0.81535
3.6471,8.0195,0.90989,0.82272
3.6472,8.0196,0.90988,0.82272
3.6472,8.0197,0.90988,0.82271
3.6472,8.0198,0.90988,0.82271
3.2308,8.0205,0.93088,0.81823
3.3478,8.023,0.92874,0.81136
3.2825,8.0234,0.92966,0.81872
3.6228,8.0235,0.9114,0.82391
3.6073,8.0282,0.91228,0.82426
3.2567,8.0299,0.93055,0.81399
3.6335,8.0363,0.91078,0.82338
3.3464,8.0383,0.92881,0.81078
3.281,8.0387,0.92973,0.81815
3.2703,8.0418,0.93012,0.81611
3.5257,8.0428,0.91518,0.83064
3.3114,8.0446,0.92955,0.82139
3.6502,8.0453,0.91252,0.81725
3.5849,8.0457,0.91344,0.82462
3.6402,8.0479,0.9104,0.82295
3.287,8.0488,0.92952,0.81899
3.287,8.0491,0.92952,0.81898
3.287,8.0497,0.92952,0.81896
3.2869,8.0507,0.92953,0.81892
3.6243,8.052,0.91138,0.8236
3.5516,8.0522,0.91484,0.8264
3.2867,8.0525,0.92954,0.81885
3.3269,8.0548,0.92957,0.80817
3.6442,8.0554,0.91016,0.82265
3.2864,8.0555,0.92955,0.81874
3.6088,8.0567,0.91226,0.82395
3.6466,8.0598,0.91003,0.82247
3.2859,8.0606,0.92958,0.81855
3.6479,8.0623,0.90995,0.82236
3.6487,8.0638,0.9099,0.8223
3.6492,8.0647,0.90988,0.82226
3.635,8.0649,0.91076,0.82307
3.3439,8.0649,0.92893,0.80977
3.6495,8.0652,0.90986,0.82224
3.2786,8.0653,0.92985,0.81713
3.6496,8.0655,0.90985,0.82222
